Site,Haglof_Plot_ID,Tag,Haglof_ID,Species,Health_status,Date,Notes
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
UMBS,,,,,,,
